timestamp_utc,side,mint,dex,signature,lamports_in,lamports_out,tokens_in,tokens_out,expected_tokens_out,expected_sol_out,shortfall_tokens,shortfall_sol,network_fee_lamports,realized_pnl_sol,notes
2025-12-22T22:40:49.425836462+00:00,SELL,7ePNEweVr4aQ289moHzhaqycfZLuPLoM3naHhNDRjpQ9,*,JoQVZNUPFKVuP3RSgTJBL7Acne1DcAYT692tinJvbJqxvkrLvx8AWiNdzMVoLEMzYPT4ZXFhFa7b8ZfvBez9kJw,0,0,47561739709,47561739709,,,0,,0,-0.0014000000000000002,exit_fraction=0.4
2025-12-22T22:40:58.409449428+00:00,SELL,94ipc3xM3bHDnp6TYuUkFaoM7qsLTcVoTF37iW5Vpump,*,vGoVYiz3setoJWP28YWsqKS2RPVjxPQP8soFBiyhMhRrVD8282eVNoyzzYBUxihe11L7vqyeEoVo9ETQnUZ18LP,0,0,34156896227,34156896227,,,0,,0,-0.0015,exit_fraction=0.3
2025-12-22T22:41:14.157914994+00:00,SELL,N5UoDainmNzNytGX93RzN1TfmMuNheyWRNAM2sGpump,*,5p5RaCvvtgGoyLVZAfctmzYpcD31sVuTZP3qH4ZLbqvxkhAcU1zPs3LKsJtZuhozSQKmw9EEKYDYRaCRpQqkQnPr,0,0,71342609566,71342609566,,,0,,0,-0.0021,exit_fraction=1
2025-12-22T22:41:17.667039642+00:00,SELL,94ipc3xM3bHDnp6TYuUkFaoM7qsLTcVoTF37iW5Vpump,*,XLqZTWU9erRg922VEqM3G8VeFmEyLpUnwT7nPgY4koKVy3Wet9gDnSBfCxZ3LMndA1m6ZqSaKqPfugbCE6KvqNz,0,0,31879769812,31879769812,,,0,,0,-0.0014000000000000002,exit_fraction=0.4
2025-12-22T22:41:45.798190326+00:00,SELL,2AJSve9qmkVxRgbuc62dhNjoRyZ2dRuYaa6STQ84pump,*,3MmYPbH91VYz3pspdLuChemkyiWKyMRTCMvm3wVcjSzXxyr8uR5jdTKes4334xfaPVsFHrsCEgnm9thWFh3Zmuop,0,0,47561739709,47561739709,,,0,,0,-0.0014000000000000002,exit_fraction=0.4
2025-12-22T22:41:46.776637184+00:00,SELL,94ipc3xM3bHDnp6TYuUkFaoM7qsLTcVoTF37iW5Vpump,*,3LbosSYizgjtoXYQW7hVmQHgr2LpjKzT9GckysvJSmAXmFTxr6fJrd91j3wpoXtNRELX5QQ8vTarcDWSSLFv5xV5,0,0,47819654721,47819654721,,,0,,0,-0.0021,exit_fraction=1
2025-12-22T22:42:16.331474911+00:00,SELL,2AJSve9qmkVxRgbuc62dhNjoRyZ2dRuYaa6STQ84pump,*,TxmseHDcjKba6qCvdP2SbypgFLAKKwxrR7XcbZqqirmfssTJ1eheMMpqrcha1tmd4XD55xmuVypPA7JrNokUTc9,0,0,71342609566,71342609566,,,0,,0,-0.0021,exit_fraction=1
2025-12-22T22:43:27.539192146+00:00,SELL,FFG4URCNA8bK5fW3D6jhPfEppRKV2SuBhVQFHb4apump,*,29CMfUjtiYen6NGecaLBtbu9DqmYyzaaUyy99goN43ZSv3CgxhFCqJP5LtDmW1JyZt6z8rTDctMsvr5wnP3sEsGp,0,0,47485627834,47485627834,,,0,,0,-0.0015,exit_fraction=0.3
2025-12-22T22:44:14.006306644+00:00,SELL,FFG4URCNA8bK5fW3D6jhPfEppRKV2SuBhVQFHb4apump,*,5TWWepwdoPffjdQDfwvoHCtEBJi18bcgbekmNxsD775FZxmSpJhDN2wfcW7S8ePSBWHhnuioDoCYxaDWNnHceHYC,0,0,44319919311,44319919311,,,0,,0,-0.0014000000000000002,exit_fraction=0.4
2025-12-22T22:44:31.887254649+00:00,SELL,FFG4URCNA8bK5fW3D6jhPfEppRKV2SuBhVQFHb4apump,*,38kh9NUV59SkyemtqYVVE1MB5dvUu5SZcSsoqvBoTfSMzXW54MFzTPtYauyuRAEd1Z5wwyA4ut7VxybHyctYjZLK,0,0,66479878969,66479878969,,,0,,0,-0.0021,exit_fraction=1
2025-12-22T22:48:56.727527981+00:00,SELL,CuGrNXH9CmckmjT6R2tmYv2EBT8ATmhwm23e1ezwpump,*,23tEbPc38DJG7mPDma9FnxMiNDENW6P2YG33DJavLLMLfD2UChig2AHY9aQuyB5staJNmQRHNSBXJejPVqJPVbT1,0,0,50959006831,50959006831,,,0,,0,-0.0015,exit_fraction=0.3
2025-12-22T22:49:39.331330016+00:00,SELL,CuGrNXH9CmckmjT6R2tmYv2EBT8ATmhwm23e1ezwpump,*,4AxL85hkBmZqEanKbPMYDc37bcU2WbwrgCjvMj6rQXyHQHndTJVaUKdq5tRBCzr9Q4owKD4WT4NsmCw3ZX3m75PC,0,0,47561739709,47561739709,,,0,,0,-0.0014000000000000002,exit_fraction=0.4
2025-12-22T22:49:56.601189699+00:00,SELL,91xShwB1fcuQ283wpqcYo7BSemr5U4dXTpTYKBDcQf69,*,JzfMJq9mZCpnqEqHfSG84JsMJoquojxcyukL33pehAvcZFNAY8FJZWD5MupG3Az4ukogoVUBFPLebCPYVUkZEhH,0,0,125163063941,125163063941,,,0,,0,-0.005,exit_fraction=1
2025-12-22T22:49:56.609121829+00:00,SELL,CuGrNXH9CmckmjT6R2tmYv2EBT8ATmhwm23e1ezwpump,*,4BDzYRY65oK49i72TJfPGP2VqaucXYZe14zuYqcF61Nm4imtCHU624vRFGMSbaKudUNNiknbfUPrHJLo58g9utK1,0,0,71342609566,71342609566,,,0,,0,-0.0021,exit_fraction=1
2025-12-22T22:50:24.695212007+00:00,SELL,68YQmH3jMR9rjQsKr3n21tS7yHTAVGQAMGwPaDeTpump,*,4NVQoBzrsEhCsLBcjphwxzP8BfwiBXqorMgLf5CAGvcsGLotYkm4P6Ur88Z9Pxj4xHKKqRhqzr6cWZFWfS91Te7f,0,0,50959006831,50959006831,,,0,,0,-0.0015,exit_fraction=0.3
2025-12-22T22:50:41.867823307+00:00,SELL,68YQmH3jMR9rjQsKr3n21tS7yHTAVGQAMGwPaDeTpump,*,H5iVcRndUw4nxH4UjAiAfoLzZwJ66H5Bf2AzC1Z5Z2MArxRYtCbMq55BSzknUnhS9ShxePf3VepGNDUW6Vh9rPk,0,0,118904349275,118904349275,,,0,,0,-0.0035,exit_fraction=1
2025-12-22T22:52:56.379942693+00:00,SELL,3ipfMMYRarKf2gQshVNweSRLuprjns9BSzABkjX74kj8,*,34trfUCE6zDyo8jH4qsN3SCiFXDXHHnjkSxoWNhai78d3KyCYVJu7PBZcDDHXNjMgCbLHeGp6kN7CtvN4En6aK1g,0,0,50959006831,50959006831,,,0,,0,-0.0015,exit_fraction=0.3
